date,time,localCurrentTemperature,localCurrentApparentTemperature,LocalForecastedTemperature_3,LocalForecastedApparentTemperature_3,LocalForecastedTemperature_6,LocalForecastedApparentTemperature_6,localCurrentHumidity,LocalForecastedHumidity_3,LocalForecastedHumidity_6,LocalCurrent_Cloudiness,LocalForecastedCloudiness_3,LocalForecastedCloudiness_6,localCurrentUVIndex,LocalCurrent_Rain,LocalForecastedRain_3,LocalForecastedRain_6,LocalCurrent_Snow,LocalForecastedSnow_3,LocalForecastedSnow_6,SensorTemperature,SensorRelativeHumidity,SensorUltraviolet,SensorLuminance,MotionAlarm,TamperAlarm,WallPlugSwitch1_Switch_1,WallPlugSwitch1_SensorPower_1,Multisensor_outside_SensorTemperature,Multisensor_outside_SensorRelativeHumidity,Multisensor_outside_SensorUltraviolet,Multisensor_outside_SensorLuminance,Multisensor_outside_TamperAlarm,Multisensor_outside_MotionAlarm,sensor1_temperature,sensor2_temperature,sensor3_temperature,sensor4_temperature,sensor5_temperature,sensor1_humidity,sensor2_humidity,sensor3_humidity,sensor4_humidity,sensor5_humidity,Enocean_Temperature_1,Enocean_Humidity_1,Brightness_sensor_temperature_1,Brightness_Sensor_Temperature_2,Brightness_Sensor_Ambient_Brightness_1,Brightness_Sensor_Ambient_Brightness_2,Brightness_Sensor_Motion_detection_1,Brightness_Sensor_Motion_detection_2,Brightness_Sensor_Battery_1,Brightness_Sensor_Battery_2,Socket_Energy_1,Socket_Energy_2,Socket_Power_1,Socket_Power_2,Socket_Switch_1,Socket_Switch_2,Socket_Energy_3,Socket_Energy_4,Socket_Power_3,Socket_Power_4,Socket_Switch_3,Socket_Switch_4,Luminance_Sensor_Luminance_1,Luminance_Sensor_Luminance_2,Luminance_Sensor_Battery_1,Luminance_Sensor_Battery_2,Rain_Sensor_Precipitation_1,Rain_Sensor_Water_Meter_1,Rain_Sensor_Battery_1,AIR_Quality_Sensor_CO2_2,AIR_Quality_Sensor_Dew_point_2,AIR_Quality_Sensor_Humidity_2,AIR_Quality_Sensor_Temperature_2,AIR_Quality_Sensor_VOC_2,AirQualitySensor_SensorTemperature,AirQualitySensor_SensorRelativeHumidity,AirQualitySensor_SensorVOLATILE_ORGANIC_COMPOUND,AirQualitySensor_SensorDewPoint,AirQualitySensor_SensorCO2,Weather_Station_Air_Pressure_1,Weather_Station_Dew_Point_1,Weather_Station_Electricity_meter_1,Weather_Station_Heat_meter_1,Weather_Station_Humidity_1,Weather_Station_Luminance_1,Weather_Station_Temperature_1,Weather_Station_Wind_Speed_1,Rain_Sensor_Precipitation_2,Rain_Sensor_Water_Meter_2,Rain_Sensor_Battery_2,Temperature_25,Temperature_26,Temperature_27
2021-07-17,00:00:15,18.17,18.39,17.54,17.78,16.63,16.86,90,93,96,67,65,86,7.39,0.0,0.0,0.0,0.0,0.0,0.0,27,60,0,81,ON,OFF,ON,0,19.8,96,0,0,OFF,OFF,29.4,29.5,19.14,29.4,19.91,9,6,90.7,38.0,85.1,19,83,25.5,20,2,97,OFF,OFF,100,100,4.244,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,73,558,17.4,78,21.4,0.764,28.6,58,1.296,19.7,635,96.2,10.9,21.01317,87671,86,21,18.2,4,0,0.3115,69,24.83,35.74,28.47
2021-07-17,00:00:46,18.17,18.39,17.54,17.78,16.63,16.86,90,93,96,67,65,86,7.39,0.0,0.0,0.0,0.0,0.0,0.0,27,60,0,80,ON,OFF,ON,0,19.8,96,0,0,OFF,OFF,29.4,29.5,19.14,29.4,19.91,9,6,90.7,38.0,85.1,19,83,25.5,20,2,97,OFF,OFF,100,100,4.244,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,73,558,17.4,78,21.4,0.764,28.6,58,1.296,19.7,635,96.2,10.9,21.01317,87671,86,21,18.2,4,0,0.3115,69,24.83,35.74,28.47
2021-07-17,00:01:16,18.17,18.39,17.54,17.78,16.63,16.86,90,93,96,67,65,86,7.39,0.0,0.0,0.0,0.0,0.0,0.0,27,60,0,80,ON,OFF,ON,0,19.8,96,0,0,OFF,OFF,29.4,29.5,19.14,29.4,19.91,9,6,90.7,38.0,85.1,19,83,25.5,20,2,97,OFF,OFF,100,100,4.244,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,73,558,17.4,78,21.4,0.764,28.6,58,1.296,19.7,635,96.2,10.9,21.01317,87671,86,21,18.2,4,0,0.3115,69,24.83,35.74,28.47
2021-07-17,00:01:46,18.17,18.39,17.54,17.78,16.63,16.86,90,93,96,67,65,86,7.39,0.0,0.0,0.0,0.0,0.0,0.0,27,60,0,82,ON,OFF,ON,0,19.8,96,0,0,OFF,OFF,29.4,29.5,19.14,29.4,19.91,9,6,90.7,38.0,85.1,19,83,25.5,20,2,97,OFF,OFF,100,100,4.244,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,73,558,17.4,78,21.4,0.764,28.6,58,1.296,19.7,635,96.2,10.9,21.01317,87671,86,21,18.2,4,0,0.3115,69,24.83,35.74,28.47
2021-07-17,00:02:15,18.17,18.39,17.54,17.78,16.63,16.86,90,93,96,67,65,86,7.39,0.0,0.0,0.0,0.0,0.0,0.0,27,60,0,82,ON,OFF,ON,0,19.8,96,0,0,OFF,OFF,29.4,29.5,19.14,29.4,19.91,9,6,90.7,38.0,85.1,19,83,25.5,20,2,97,OFF,OFF,100,100,4.244,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,73,558,17.4,78,21.4,0.764,28.6,58,1.296,19.7,635,96.2,10.9,21.01317,87671,86,21,18.2,4,0,0.3115,69,24.83,35.74,28.47
2021-07-17,00:02:45,18.17,18.39,17.54,17.78,16.63,16.86,90,93,96,67,65,86,7.39,0.0,0.0,0.0,0.0,0.0,0.0,27,60,0,82,ON,OFF,ON,0,19.8,95,0,0,OFF,OFF,29.4,29.5,19.14,29.4,19.91,9,6,90.7,38.0,85.1,19,83,25.5,20,2,97,OFF,OFF,100,100,4.244,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,73,558,17.4,78,21.4,0.764,28.6,58,1.296,19.7,635,96.2,10.9,21.01317,87671,86,21,18.2,4,0,0.3115,69,24.83,35.74,28.47
2021-07-17,00:03:15,18.17,18.39,17.54,17.78,16.63,16.86,90,93,96,67,65,86,7.39,0.0,0.0,0.0,0.0,0.0,0.0,27,60,0,82,ON,OFF,ON,0,19.8,96,0,0,OFF,OFF,29.4,29.5,19.14,29.4,19.91,9,6,90.7,38.0,85.1,19,83,25.5,20,2,97,OFF,OFF,100,100,4.244,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,73,558,17.4,78,21.4,0.764,28.6,58,1.296,19.7,635,96.2,10.9,21.01317,87671,86,21,18.2,4,0,0.3115,69,24.83,35.74,28.47
2021-07-17,00:03:45,18.17,18.39,17.54,17.78,16.63,16.86,90,93,96,67,65,86,7.39,0.0,0.0,0.0,0.0,0.0,0.0,27,60,0,78,ON,OFF,ON,0,19.8,95,0,0,OFF,OFF,29.4,29.5,19.14,29.4,19.91,9,6,90.7,38.0,85.1,19,83,25.5,20,2,97,OFF,OFF,100,100,4.245,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,73,558,17.4,78,21.4,0.764,28.6,58,1.296,19.7,635,96.2,10.9,21.01317,87671,86,21,18.2,4,0,0.3115,69,24.83,35.74,28.47
2021-07-17,00:04:15,18.17,18.39,17.54,17.78,16.63,16.86,90,93,96,67,65,86,7.39,0.0,0.0,0.0,0.0,0.0,0.0,27,60,0,78,ON,OFF,ON,0,19.8,95,0,0,OFF,OFF,29.4,29.5,19.14,29.4,19.91,9,6,90.7,38.0,85.1,19,83,25.5,20,2,97,OFF,OFF,100,100,4.245,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,73,558,17.4,78,21.4,0.764,28.6,58,1.296,19.7,635,96.2,10.9,21.01317,87671,86,21,18.2,4,0,0.3115,69,24.83,35.74,28.47
2021-07-17,00:04:45,18.17,18.39,17.54,17.78,16.63,16.86,90,93,96,67,65,86,7.39,0.0,0.0,0.0,0.0,0.0,0.0,27,60,0,80,ON,OFF,ON,0,19.8,95,0,0,OFF,OFF,29.4,29.5,19.14,29.4,19.91,9,6,90.7,38.0,85.1,19,83,25.5,20,2,97,OFF,OFF,100,100,4.245,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,73,558,17.4,78,21.4,0.764,28.6,58,1.296,19.7,635,96.2,10.9,21.01317,87671,86,21,18.2,4,0,0.3115,69,24.83,35.74,28.47
