date,time,localCurrentTemperature,localCurrentApparentTemperature,LocalForecastedTemperature_3,LocalForecastedApparentTemperature_3,LocalForecastedTemperature_6,LocalForecastedApparentTemperature_6,localCurrentHumidity,LocalForecastedHumidity_3,LocalForecastedHumidity_6,LocalCurrent_Cloudiness,LocalForecastedCloudiness_3,LocalForecastedCloudiness_6,localCurrentUVIndex,LocalCurrent_Rain,LocalForecastedRain_3,LocalForecastedRain_6,LocalCurrent_Snow,LocalForecastedSnow_3,LocalForecastedSnow_6,SensorTemperature,SensorRelativeHumidity,SensorUltraviolet,SensorLuminance,MotionAlarm,TamperAlarm,WallPlugSwitch1_Switch_1,WallPlugSwitch1_SensorPower_1,Multisensor_outside_SensorTemperature,Multisensor_outside_SensorRelativeHumidity,Multisensor_outside_SensorUltraviolet,Multisensor_outside_SensorLuminance,Multisensor_outside_TamperAlarm,Multisensor_outside_MotionAlarm,sensor1_temperature,sensor2_temperature,sensor3_temperature,sensor4_temperature,sensor5_temperature,sensor1_humidity,sensor2_humidity,sensor3_humidity,sensor4_humidity,sensor5_humidity,Enocean_Temperature_1,Enocean_Humidity_1,Brightness_sensor_temperature_1,Brightness_Sensor_Temperature_2,Brightness_Sensor_Ambient_Brightness_1,Brightness_Sensor_Ambient_Brightness_2,Brightness_Sensor_Motion_detection_1,Brightness_Sensor_Motion_detection_2,Brightness_Sensor_Battery_1,Brightness_Sensor_Battery_2,Socket_Energy_1,Socket_Energy_2,Socket_Power_1,Socket_Power_2,Socket_Switch_1,Socket_Switch_2,Socket_Energy_3,Socket_Energy_4,Socket_Power_3,Socket_Power_4,Socket_Switch_3,Socket_Switch_4,Luminance_Sensor_Luminance_1,Luminance_Sensor_Luminance_2,Luminance_Sensor_Battery_1,Luminance_Sensor_Battery_2,Rain_Sensor_Precipitation_1,Rain_Sensor_Water_Meter_1,Rain_Sensor_Battery_1,AIR_Quality_Sensor_CO2_2,AIR_Quality_Sensor_Dew_point_2,AIR_Quality_Sensor_Humidity_2,AIR_Quality_Sensor_Temperature_2,AIR_Quality_Sensor_VOC_2,AirQualitySensor_SensorTemperature,AirQualitySensor_SensorRelativeHumidity,AirQualitySensor_SensorVOLATILE_ORGANIC_COMPOUND,AirQualitySensor_SensorDewPoint,AirQualitySensor_SensorCO2,Weather_Station_Air_Pressure_1,Weather_Station_Dew_Point_1,Weather_Station_Electricity_meter_1,Weather_Station_Heat_meter_1,Weather_Station_Humidity_1,Weather_Station_Luminance_1,Weather_Station_Temperature_1,Weather_Station_Wind_Speed_1,Rain_Sensor_Precipitation_2,Rain_Sensor_Water_Meter_2,Rain_Sensor_Battery_2,Temperature_25,Temperature_26,Temperature_27,Weather_Station_Air_Pressure_2,Weather_Station_Dew_Point_2,Weather_Station_Electricity_meter_2,Weather_Station_Heat_meter_2,Weather_Station_Humidity_2,Weather_Station_Luminance_2,Weather_Station_Temperature_2,Weather_Station_Wind_Speed_2,wind_sensor_power,wind_sensor_energy,Window_opening_power,Window_opening_energy,Slats_angle_power,Slats_angle_energy,Window_blinds_power,Window_blinds_energy,Weather_Station_Air_Pressure_3,Weather_Station_Dew_Point_3,Weather_Station_Electricity_meter_3,Weather_Station_Heat_meter_3,Weather_Station_Humidity_3,Weather_Station_Luminance_3,Weather_Station_Temperature_3,Weather_Station_Wind_Speed_3,AIR_Quality_Sensor_CO2_3,AIR_Quality_Sensor_Dew_point_3,AIR_Quality_Sensor_Humidity_3,AIR_Quality_Sensor_Temperature_3,AIR_Quality_Sensor_VOC_3,AIR_Quality_Sensor_CO2_4,AIR_Quality_Sensor_Dew_point_4,AIR_Quality_Sensor_Humidity_4,AIR_Quality_Sensor_Temperature_4,AIR_Quality_Sensor_VOC_4,AIR_Quality_Sensor_CO2_5,AIR_Quality_Sensor_Dew_point_5,AIR_Quality_Sensor_Humidity_5,AIR_Quality_Sensor_Temperature_5,AIR_Quality_Sensor_VOC_5
2021-09-09,19:18:40,23.84,23.74,23.84,0.0,21.05,21.01,56,56,69,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25.6,42,0,4,ON,OFF,OFF,0,34.2,30,0,13492,OFF,OFF,29.4,29.5,24.86,29.4,27.72,9.0,6.0,57.21,38.0,40.25,23,49,30.5,25.5,70,98,OFF,OFF,100,100,6.314,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,2079,91,100,100,0,0.156,73,483,14.1,48,25.6,0.001,31.4,32,0.001,13.6,400,95.6,12.1,66.42031,396730,32,100,30.6,2,0,0.492,76,30.74,39.89,33.81,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,7.9,9.35958,6720,43,100,25.1,0,673,13.1,39,27.9,0.922,717,12.8,40,27.8,0.922,694,12.8,34,30,0.922
2021-09-09,19:19:10,23.84,23.74,23.84,0.0,21.05,21.01,56,56,69,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25.6,42,0,4,ON,OFF,OFF,0,34.2,30,0,13492,OFF,OFF,29.4,29.5,24.86,29.4,27.72,9.0,6.0,57.21,38.0,40.25,23,49,30.5,25.5,70,98,OFF,OFF,100,100,6.314,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,2079,91,100,100,0,0.156,73,483,14.1,48,25.6,0.001,31.4,32,0.001,13.6,400,95.6,12.1,66.42031,396730,32,100,30.6,2,0,0.492,76,30.74,39.89,33.81,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,7.9,9.35958,6720,43,100,25.1,0,673,13.1,39,27.9,0.922,717,12.8,40,27.8,0.922,694,12.8,34,30,0.922
2021-09-09,19:19:41,23.84,23.74,23.84,0.0,21.05,21.01,56,56,69,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25.6,42,0,4,ON,OFF,OFF,0,34.2,30,0,13492,OFF,OFF,29.4,29.5,24.86,29.4,27.72,9.0,6.0,57.21,38.0,40.25,23,49,30.5,25.5,70,98,OFF,OFF,100,100,6.314,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,2079,91,100,100,0,0.156,73,483,14.1,48,25.6,0.001,30.9,32,0.001,13.6,400,95.6,12.1,66.42031,396730,32,100,30.6,2,0,0.492,76,30.74,39.89,33.81,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,7.9,9.35958,6720,43,100,25.1,0,673,13.1,39,27.9,0.922,717,12.8,40,27.8,0.922,694,12.8,34,30,0.922
2021-09-09,19:20:11,23.84,23.74,23.84,0.0,21.05,21.01,56,56,69,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25.6,42,0,4,ON,OFF,OFF,0,34.2,30,0,13492,OFF,OFF,29.4,29.5,24.86,29.4,27.72,9.0,6.0,57.21,38.0,40.25,23,50,30.5,25.5,70,98,OFF,OFF,100,100,6.314,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,1023,91,100,100,0,0.156,73,483,14.1,48,25.6,0.001,30.9,32,0.001,13.6,400,95.6,12.1,66.42031,396730,32,100,30.6,2,0,0.492,76,30.74,39.23,33.81,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,7.9,9.35958,6720,43,100,25.1,0,673,13.1,39,27.9,0.922,717,12.8,40,27.8,0.922,694,12.8,34,30,0.922
2021-09-09,19:20:41,23.84,23.74,23.84,0.0,21.05,21.01,56,56,69,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25.6,42,0,4,ON,OFF,OFF,0,34.2,30,0,13492,OFF,OFF,29.4,29.5,24.86,29.4,27.72,9.0,6.0,57.21,38.0,40.25,23,50,30.5,25.5,70,98,OFF,OFF,100,100,6.314,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,1023,91,100,100,0,0.156,73,483,14.1,48,25.6,0.001,30.9,32,0.001,13.6,400,95.6,12.1,66.42031,396730,32,100,30.6,2,0,0.492,76,30.74,39.23,33.81,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,7.9,9.35958,6720,43,100,25.1,0,673,13.1,39,27.9,0.922,717,12.8,40,27.8,0.922,694,12.8,34,30,0.922
2021-09-09,19:21:11,23.84,23.74,23.84,0.0,21.05,21.01,56,56,69,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25.6,42,0,4,ON,OFF,OFF,0,34.2,30,0,13492,OFF,OFF,29.4,29.5,24.86,29.4,27.72,9.0,6.0,57.21,38.0,40.25,23,50,30.5,25.5,70,98,OFF,OFF,100,100,6.314,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,1023,91,100,100,0,0.156,73,483,14.1,48,25.6,0.001,30.9,32,0.001,13.6,400,95.6,12.1,66.42031,396730,32,100,30.6,2,0,0.492,76,30.74,39.23,33.81,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,7.9,9.35958,6720,43,100,25.1,0,665,13.4,41,27.6,0.278,717,13.2,41,27.6,0.374,678,13.2,36,29.6,0.922
2021-09-09,19:21:42,23.84,23.74,23.84,0.0,21.05,21.01,56,56,69,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25.6,42,0,4,ON,OFF,OFF,0,34.2,30,0,13492,OFF,OFF,29.4,29.5,24.86,29.4,27.72,9.0,6.0,57.21,38.0,40.25,23,50,30.5,25.5,70,98,OFF,OFF,100,100,6.314,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,1023,91,100,100,0,0.156,73,483,14.1,48,25.6,0.001,30.9,32,0.001,13.6,400,95.6,12.1,66.42031,396730,32,100,30.6,2,0,0.492,76,30.74,39.23,33.81,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,7.9,9.35958,6720,43,100,25.1,0,665,13.4,41,27.6,0.278,717,13.2,41,27.6,0.374,678,13.2,36,29.6,0.922
2021-09-09,19:22:12,23.84,23.74,23.84,0.0,21.05,21.01,56,56,69,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25.6,42,0,3,ON,OFF,OFF,0,34.2,30,0,13492,OFF,OFF,29.4,29.5,24.86,29.4,27.72,9.0,6.0,57.21,38.0,40.25,23,50,30.5,25,70,98,OFF,OFF,100,100,6.314,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,1023,91,100,100,0,0.156,73,483,14.1,48,25.6,0.001,30.9,32,0.001,13.6,400,95.6,12.1,66.42031,396730,32,100,30.6,2,0,0.492,76,30.74,39.23,33.81,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,7.9,9.35958,6720,43,100,25.1,0,665,13.4,41,27.6,0.278,717,13.2,41,27.6,0.374,678,13.2,36,29.5,0.922
2021-09-09,19:22:42,23.84,23.74,23.84,0.0,21.05,21.01,56,56,69,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25.6,42,0,3,ON,OFF,OFF,0,34.2,30,0,13492,OFF,OFF,29.4,29.5,24.86,29.4,27.72,9.0,6.0,57.21,38.0,40.25,23,50,30.5,25,70,98,OFF,OFF,100,100,6.314,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,1023,91,100,100,0,0.156,73,483,14.1,48,25.6,0.001,30.9,32,0.001,13.6,400,95.6,12.1,66.42031,396730,32,100,30.6,2,0,0.492,76,30.74,39.23,33.81,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,7.9,9.35958,6720,43,100,25.1,0,665,13.4,41,27.6,0.278,717,13.2,41,27.6,0.374,678,13.2,36,29.5,0.922
2021-09-09,19:23:13,23.84,23.74,23.84,0.0,21.05,21.01,56,56,69,0,0,1,4.42,0.0,0.33,0.19333333333333333,0.0,0.0,0.0,25.6,42,0,3,ON,OFF,OFF,0,34.2,30,0,13492,OFF,OFF,29.4,29.5,24.86,29.4,27.72,9.0,6.0,57.21,38.0,40.25,23,50,30.5,25,70,98,OFF,OFF,100,100,6.314,1.268,1,0,OFF,OFF,0.922,4.372,0,0,OFF,OFF,1023,91,100,100,0,0.156,73,483,14.1,48,25.6,0.001,30.9,32,0.001,13.6,400,95.6,12.1,66.42031,396730,32,100,30.6,2,0,0.492,76,30.74,39.23,33.81,95.6,10.5,2.24089,9,24,21,33.9,0,0,0,0,0,0,0,0,0,95.5,7.9,9.35958,6720,43,100,25.1,0,665,13.4,41,27.6,0.278,717,13.2,41,27.6,0.374,678,13.2,36,29.5,0.922
