date,time,localCurrentTemperature,localCurrentApparentTemperature,LocalForecastedTemperature_3,LocalForecastedApparentTemperature_3,LocalForecastedTemperature_6,LocalForecastedApparentTemperature_6,localCurrentHumidity,LocalForecastedHumidity_3,LocalForecastedHumidity_6,LocalCurrent_Cloudiness,LocalForecastedCloudiness_3,LocalForecastedCloudiness_6,localCurrentUVIndex,LocalCurrent_Rain,LocalForecastedRain_3,LocalForecastedRain_6,LocalCurrent_Snow,LocalForecastedSnow_3,LocalForecastedSnow_6,SensorTemperature,SensorRelativeHumidity,SensorUltraviolet,SensorLuminance,MotionAlarm,TamperAlarm,WallPlugSwitch1_Switch_1,WallPlugSwitch1_SensorPower_1,Multisensor_outside_SensorTemperature,Multisensor_outside_SensorRelativeHumidity,Multisensor_outside_SensorUltraviolet,Multisensor_outside_SensorLuminance,Multisensor_outside_TamperAlarm,Multisensor_outside_MotionAlarm,sensor1_temperature,sensor2_temperature,sensor3_temperature,sensor4_temperature,sensor5_temperature,sensor1_humidity,sensor2_humidity,sensor3_humidity,sensor4_humidity,sensor5_humidity,Enocean_Temperature_1,Enocean_Humidity_1,Brightness_sensor_temperature_1,Brightness_Sensor_Temperature_2,Brightness_Sensor_Ambient_Brightness_1,Brightness_Sensor_Ambient_Brightness_2,Brightness_Sensor_Motion_detection_1,Brightness_Sensor_Motion_detection_2,Brightness_Sensor_Battery_1,Brightness_Sensor_Battery_2,Socket_Energy_1,Socket_Energy_2,Socket_Power_1,Socket_Power_2,Socket_Switch_1,Socket_Switch_2,Socket_Energy_3,Socket_Energy_4,Socket_Power_3,Socket_Power_4,Socket_Switch_3,Socket_Switch_4,Luminance_Sensor_Luminance_1,Luminance_Sensor_Luminance_2,Luminance_Sensor_Battery_1,Luminance_Sensor_Battery_2,Rain_Sensor_Precipitation_1,Rain_Sensor_Water_Meter_1,Rain_Sensor_Battery_1,AIR_Quality_Sensor_CO2_2,AIR_Quality_Sensor_Dew_point_2,AIR_Quality_Sensor_Humidity_2,AIR_Quality_Sensor_Temperature_2,AIR_Quality_Sensor_VOC_2,AirQualitySensor_SensorTemperature,AirQualitySensor_SensorRelativeHumidity,AirQualitySensor_SensorVOLATILE_ORGANIC_COMPOUND,AirQualitySensor_SensorDewPoint,AirQualitySensor_SensorCO2,Weather_Station_Air_Pressure_1,Weather_Station_Dew_Point_1,Weather_Station_Electricity_meter_1,Weather_Station_Heat_meter_1,Weather_Station_Humidity_1,Weather_Station_Luminance_1,Weather_Station_Temperature_1,Weather_Station_Wind_Speed_1,Rain_Sensor_Precipitation_2,Rain_Sensor_Water_Meter_2,Rain_Sensor_Battery_2,Temperature_25,Temperature_26,Temperature_27
2021-07-16,00:00:25,14.6,14.34,13.89,13.63,12.59,12.28,85,88,91,68,65,28,7.2,0.0,0.0,0.0,0.0,0.0,0.0,24.8,56,0,0,OFF,OFF,OFF,0,17.1,92,0,0,OFF,OFF,29.4,29.5,13.97,29.4,15.07,39.1,34.7,95.11,38.0,86.14,12,89,21,16,1,1,OFF,OFF,100,100,3.928,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,689,13.1,78,16.9,0.764,23.7,58,0.764,15,556,95.8,11.6,19.71411,82563,80,21,15.6,2,0,0.307,70,20.5,30.65,23
2021-07-16,00:00:55,14.6,14.34,13.89,13.63,12.59,12.28,85,88,91,68,65,28,7.2,0.0,0.0,0.0,0.0,0.0,0.0,24.8,56,0,0,OFF,OFF,OFF,0,17.1,92,0,0,OFF,OFF,29.4,29.5,13.97,29.4,15.07,39.1,34.7,95.11,38.0,86.14,12,89,21,16,1,1,OFF,OFF,100,100,3.928,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,689,13.1,78,16.9,0.764,23.7,58,0.764,15,556,95.8,11.6,19.71411,82563,80,21,15.6,2,0,0.307,70,20.5,30.65,23
2021-07-16,00:01:24,14.6,14.34,13.89,13.63,12.59,12.28,85,88,91,68,65,28,7.2,0.0,0.0,0.0,0.0,0.0,0.0,24.8,56,0,0,OFF,OFF,OFF,0,17.1,92,0,0,OFF,OFF,29.4,29.5,13.97,29.4,15.07,39.1,34.7,95.11,38.0,86.14,12,89,21,16,1,1,OFF,OFF,100,100,3.928,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,689,13.1,78,16.9,0.764,23.7,58,0.764,15,556,95.8,11.6,19.71411,82563,80,21,15.6,2,0,0.307,70,20.5,30.65,23
2021-07-16,00:01:54,14.6,14.34,13.89,13.63,12.59,12.28,85,88,91,68,65,28,7.2,0.0,0.0,0.0,0.0,0.0,0.0,24.8,56,0,0,OFF,OFF,OFF,0,17.1,92,0,0,OFF,OFF,29.4,29.5,13.97,29.4,15.07,39.1,34.7,95.11,38.0,86.14,12,89,21,16,1,1,OFF,OFF,100,100,3.928,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,689,13.1,78,16.9,0.764,23.7,58,0.764,15,556,95.8,11.6,19.71411,82563,80,21,15.6,2,0,0.307,70,20.5,30.65,23
2021-07-16,00:02:24,14.6,14.34,13.89,13.63,12.59,12.28,85,88,91,68,65,28,7.2,0.0,0.0,0.0,0.0,0.0,0.0,24.8,56,0,0,OFF,OFF,OFF,0,17,92,0,0,OFF,OFF,29.4,29.5,13.97,29.4,15.07,39.1,34.7,95.11,38.0,86.14,12,89,21,16,1,1,OFF,OFF,100,100,3.928,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,689,13.1,78,16.9,0.764,23.7,58,0.764,15,556,95.8,11.6,19.71411,82563,80,21,15.6,2,0,0.307,70,20.5,30.65,23
2021-07-16,00:02:54,14.6,14.34,13.89,13.63,12.59,12.28,85,88,91,68,65,28,7.2,0.0,0.0,0.0,0.0,0.0,0.0,24.8,56,0,0,OFF,OFF,OFF,0,17,92,0,0,OFF,OFF,29.4,29.5,13.97,29.4,15.07,39.1,34.7,95.11,38.0,86.14,12,89,21,16,1,1,OFF,OFF,100,100,3.928,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,689,13.1,78,16.9,0.764,23.7,58,0.764,15,556,95.8,11.6,19.71411,82563,80,21,15.6,2,0,0.307,70,20.5,30.65,23
2021-07-16,00:03:24,14.6,14.34,13.89,13.63,12.59,12.28,85,88,91,68,65,28,7.2,0.0,0.0,0.0,0.0,0.0,0.0,24.8,56,0,0,OFF,OFF,OFF,0,17.1,92,0,0,OFF,OFF,29.4,29.5,13.97,29.4,15.07,39.1,34.7,95.11,38.0,86.14,12,89,21,16,1,1,OFF,OFF,100,100,3.929,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,689,13.1,78,16.9,0.764,23.7,58,0.764,15,556,95.8,11.6,19.71411,82563,80,21,15.6,2,0,0.307,70,20.5,30.65,23
2021-07-16,00:03:54,14.6,14.34,13.89,13.63,12.59,12.28,85,88,91,68,65,28,7.2,0.0,0.0,0.0,0.0,0.0,0.0,24.8,56,0,0,OFF,OFF,OFF,0,17,92,0,0,OFF,OFF,29.4,29.5,13.97,29.4,15.07,39.1,34.7,95.11,38.0,86.14,12,89,21,16,1,1,OFF,OFF,100,100,3.929,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,689,13.1,78,16.9,0.764,23.7,58,0.764,15,556,95.8,11.6,19.71411,82563,80,21,15.6,2,0,0.307,70,20.5,30.65,23
2021-07-16,00:04:24,14.6,14.34,13.89,13.63,12.59,12.28,85,88,91,68,65,28,7.2,0.0,0.0,0.0,0.0,0.0,0.0,24.8,56,0,0,OFF,OFF,OFF,0,17,92,0,0,OFF,OFF,29.4,29.5,13.97,29.4,15.07,39.1,34.7,95.11,38.0,86.14,12,89,21,16,1,1,OFF,OFF,100,100,3.929,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,689,13.1,78,16.9,0.764,23.7,58,0.764,15,556,95.8,11.6,19.71411,82563,80,21,15.6,2,0,0.307,70,20.5,30.65,23
2021-07-16,00:04:54,14.6,14.34,13.89,13.63,12.59,12.28,85,88,91,68,65,28,7.2,0.0,0.0,0.0,0.0,0.0,0.0,24.8,56,0,0,OFF,OFF,OFF,0,17,92,0,0,OFF,OFF,29.4,29.5,13.97,29.4,15.07,39.1,34.7,95.11,38.0,86.14,12,89,21,16,1,1,OFF,OFF,100,100,3.929,1.247,13,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,689,13.1,78,16.9,0.764,23.7,58,0.764,15,556,95.8,11.6,19.71411,82563,80,21,15.6,2,0,0.307,70,20.5,30.65,23
