date,time,localCurrentTemperature,localCurrentApparentTemperature,LocalForecastedTemperature_3,LocalForecastedApparentTemperature_3,LocalForecastedTemperature_6,LocalForecastedApparentTemperature_6,localCurrentHumidity,LocalForecastedHumidity_3,LocalForecastedHumidity_6,LocalCurrent_Cloudiness,LocalForecastedCloudiness_3,LocalForecastedCloudiness_6,localCurrentUVIndex,LocalCurrent_Rain,LocalForecastedRain_3,LocalForecastedRain_6,LocalCurrent_Snow,LocalForecastedSnow_3,LocalForecastedSnow_6,SensorTemperature,SensorRelativeHumidity,SensorUltraviolet,SensorLuminance,MotionAlarm,TamperAlarm,WallPlugSwitch1_Switch_1,WallPlugSwitch1_SensorPower_1,Multisensor_outside_SensorTemperature,Multisensor_outside_SensorRelativeHumidity,Multisensor_outside_SensorUltraviolet,Multisensor_outside_SensorLuminance,Multisensor_outside_TamperAlarm,Multisensor_outside_MotionAlarm,sensor1_temperature,sensor2_temperature,sensor3_temperature,sensor4_temperature,sensor5_temperature,sensor1_humidity,sensor2_humidity,sensor3_humidity,sensor4_humidity,sensor5_humidity,Enocean_Temperature_1,Enocean_Humidity_1,Brightness_sensor_temperature_1,Brightness_Sensor_Temperature_2,Brightness_Sensor_Ambient_Brightness_1,Brightness_Sensor_Ambient_Brightness_2,Brightness_Sensor_Motion_detection_1,Brightness_Sensor_Motion_detection_2,Brightness_Sensor_Battery_1,Brightness_Sensor_Battery_2,Socket_Energy_1,Socket_Energy_2,Socket_Power_1,Socket_Power_2,Socket_Switch_1,Socket_Switch_2,Socket_Energy_3,Socket_Energy_4,Socket_Power_3,Socket_Power_4,Socket_Switch_3,Socket_Switch_4,Luminance_Sensor_Luminance_1,Luminance_Sensor_Luminance_2,Luminance_Sensor_Battery_1,Luminance_Sensor_Battery_2,Rain_Sensor_Precipitation_1,Rain_Sensor_Water_Meter_1,Rain_Sensor_Battery_1,AIR_Quality_Sensor_CO2_2,AIR_Quality_Sensor_Dew_point_2,AIR_Quality_Sensor_Humidity_2,AIR_Quality_Sensor_Temperature_2,AIR_Quality_Sensor_VOC_2,AirQualitySensor_SensorTemperature,AirQualitySensor_SensorRelativeHumidity,AirQualitySensor_SensorVOLATILE_ORGANIC_COMPOUND,AirQualitySensor_SensorDewPoint,AirQualitySensor_SensorCO2,Weather_Station_Air_Pressure_1,Weather_Station_Dew_Point_1,Weather_Station_Electricity_meter_1,Weather_Station_Heat_meter_1,Weather_Station_Humidity_1,Weather_Station_Luminance_1,Weather_Station_Temperature_1,Weather_Station_Wind_Speed_1,Rain_Sensor_Precipitation_2,Rain_Sensor_Water_Meter_2,Rain_Sensor_Battery_2,Temperature_25,Temperature_26,Temperature_27
2021-07-19,00:00:09,16.3,16.07,15.42,15.24,15.01,14.97,80,85,92,4,4,44,7.81,0.0,0.0,0.0,0.0,0.0,0.0,27.5,52,0,0,OFF,OFF,ON,0,18.2,81,0,0,OFF,OFF,29.4,29.5,17.93,29.4,18.92,9,6,80.34,38.0,70.55,16,72,27,19,20,1,OFF,OFF,100,100,4.395,1.247,1,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,545,13.3,64,20.4,0,29.9,40,1.014,15,401,96.2,11.7,22.92344,112131,62,21,19,2,0,0.314,69,28,36.38,29.7
2021-07-19,00:00:39,16.3,16.07,15.42,15.24,15.01,14.97,80,85,92,4,4,44,7.81,0.0,0.0,0.0,0.0,0.0,0.0,27.4,52,0,0,OFF,OFF,ON,0,18.2,81,0,0,OFF,OFF,29.4,29.5,17.93,29.4,18.92,9,6,80.34,38.0,70.55,16,72,27,19,20,1,OFF,OFF,100,100,4.395,1.247,1,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,545,13.3,64,20.4,0,29.9,40,1.014,15,401,96.2,11.7,22.92344,112131,62,21,19,2,0,0.314,69,28,36.38,29.7
2021-07-19,00:01:09,16.3,16.07,15.42,15.24,15.01,14.97,80,85,92,4,4,44,7.81,0.0,0.0,0.0,0.0,0.0,0.0,27.4,52,0,0,OFF,OFF,ON,0,18.2,81,0,0,OFF,OFF,29.4,29.5,17.93,29.4,18.92,9,6,80.34,38.0,70.55,16,72,27,19,20,1,OFF,OFF,100,100,4.395,1.247,1,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,545,13.3,64,20.4,0,29.9,40,1.014,15,401,96.2,11.7,22.92344,112131,62,21,19,2,0,0.314,69,28,36.38,29.7
2021-07-19,00:01:39,16.3,16.07,15.42,15.24,15.01,14.97,80,85,92,4,4,44,7.81,0.0,0.0,0.0,0.0,0.0,0.0,27.5,52,0,0,OFF,OFF,ON,0,18.2,81,0,0,OFF,OFF,29.4,29.5,17.27,29.4,18.92,9,6,80.34,38.0,70.55,16,72,27,19,20,1,OFF,OFF,100,100,4.395,1.247,1,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,545,13.3,64,20.4,0,29.9,40,1.014,15,401,96.2,11.7,22.92344,112131,62,21,19,2,0,0.314,69,28,36.38,29.7
2021-07-19,00:02:12,16.3,16.07,15.42,15.24,15.01,14.97,80,85,92,4,4,44,7.81,0.0,0.0,0.0,0.0,0.0,0.0,27.5,52,0,0,OFF,OFF,ON,0,18.2,81,0,0,OFF,OFF,29.4,29.5,17.27,29.4,18.92,9,6,80.34,38.0,70.55,16,73,27,19,20,1,OFF,OFF,100,100,4.395,1.247,1,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,545,13.3,64,20.4,0,29.9,40,1.014,15,401,96.2,11.7,22.92344,112131,62,21,19,2,0,0.314,69,28,36.38,29.7
2021-07-19,00:02:42,16.3,16.07,15.42,15.24,15.01,14.97,80,85,92,4,4,44,7.81,0.0,0.0,0.0,0.0,0.0,0.0,27.4,52,0,0,OFF,OFF,ON,0,18.2,81,0,0,OFF,OFF,29.4,29.5,17.27,29.4,18.92,9,6,80.34,38.0,70.55,16,73,27,19,20,1,OFF,OFF,100,100,4.395,1.247,1,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,545,13.3,64,20.4,0,29.9,40,1.014,15,401,96.2,11.7,22.92344,112131,62,21,19,2,0,0.314,69,28,36.38,29.7
2021-07-19,00:03:12,16.3,16.07,15.42,15.24,15.01,14.97,80,85,92,4,4,44,7.81,0.0,0.0,0.0,0.0,0.0,0.0,27.4,52,0,0,OFF,OFF,ON,0,18.2,81,0,0,OFF,OFF,29.4,29.5,17.27,29.4,18.92,9,6,80.34,38.0,70.55,16,73,27,19,20,1,OFF,OFF,100,100,4.395,1.247,1,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,545,13.3,64,20.4,0,29.9,40,1.014,15,401,96.2,11.7,22.92344,112131,62,21,19,2,0,0.314,69,28,36.38,29.7
2021-07-19,00:03:42,16.3,16.07,15.42,15.24,15.01,14.97,80,85,92,4,4,44,7.81,0.0,0.0,0.0,0.0,0.0,0.0,27.5,52,0,0,OFF,OFF,ON,0,18.2,81,0,0,OFF,OFF,29.4,29.5,17.27,29.4,18.92,9,6,80.34,38.0,70.55,16,73,27,19,20,1,OFF,OFF,100,100,4.395,1.247,1,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,545,13.3,64,20.4,0,29.9,40,1.014,15,401,96.2,11.7,22.92344,112131,62,21,19,2,0,0.314,69,28,36.38,29.7
2021-07-19,00:04:11,16.3,16.07,15.42,15.24,15.01,14.97,80,85,92,4,4,44,7.81,0.0,0.0,0.0,0.0,0.0,0.0,27.5,52,0,0,OFF,OFF,ON,0,18.2,81,0,0,OFF,OFF,29.4,29.5,17.27,29.4,18.92,9,6,80.34,38.0,70.55,16,73,27,19,20,1,OFF,OFF,100,100,4.395,1.247,1,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,545,13.3,64,20.4,0,29.9,40,1.014,15,401,96.2,11.7,22.92344,112131,62,21,19,2,0,0.314,69,28,36.38,29.7
2021-07-19,00:04:44,16.3,16.07,15.42,15.24,15.01,14.97,80,85,92,4,4,44,7.81,0.0,0.0,0.0,0.0,0.0,0.0,27.5,52,0,0,OFF,OFF,ON,0,18.2,81,0,0,OFF,OFF,29.4,29.5,17.27,29.4,18.92,9,6,80.34,38.0,70.55,16,73,27,19,20,1,OFF,OFF,100,100,4.395,1.247,1,0,ON,OFF,0.764,4.355,0,0,OFF,OFF,0,0,100,100,0,0.1315,74,545,13.3,64,20.4,0,29.9,40,1.014,15,401,96.2,11.7,22.92344,112131,62,21,19,2,0,0.314,69,28,36.38,29.7
